State,StCodeAP,StCodeInd,District,DstCodeAP,DstCodeInd,Mandal,MndCodeAP,MndCodeInd,Village,VillCodeAP,VillCodeIn,Shape_Area
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Utakallu,002,594739,13.56812869730
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Sangala,004,594721,7.01858771204
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Kasapuram,003,594720,26.71621250520
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Konganapalle,007,594725,26.90728458170
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Sankarabanda,008,594726,7.74769917591
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Gundala,006,594723,14.40329489800
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Ubicherla,003,594740,19.60005912870
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Dosaludiki,005,594722,10.70663682680
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Bethapalle,001,594738,13.38321034750
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Obulapuram,009,594727,8.38286559241
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Thimmanacherla,002,NA,12.54957056110
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Ameenpalle,012,594724,4.38865852738
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Patha Kothachervu,011,594729,25.00655296010
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Karadikonda,004,594741,17.67594261120
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Nakkanadoddi,013,594730,18.02162807770
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Basinepalle,007,594743,8.78460964181
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Dharmapuram,005,594742,7.25621992860
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Guntakal Rural,001,594732,35.94514789990
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Chetnepalle,006,NA,12.05507681630
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Konuppalapadu,005,594794,34.37766125240
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Yerrathimmaraju Cheruvu,010,594728,18.73171254460
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Thimmapuram,014,594731,15.84521792070
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Donekal,001,594706,28.38729472050
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Kojjepalle,008,594744,10.18440874540
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Hanchanahal,004,594709,22.89069099910
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Kadadarabenchi,002,594707,8.06282789069
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Jakkalacheruvu,023,594759,29.10546339100
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Kothapeta,020,594756,20.40889643360
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Konakondla,001,594865,56.54555146630
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Gadekal,003,594708,29.70849829700
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Dancherla,017,594735,19.42455675370
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Thondapadu,022,594758,13.71088735190
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Donimukkala,015,594733,12.44315303990
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Rajapuram,009,594745,5.35662216270
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Gooty Rural,019,"594755
",22.88050966130
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Nelagonda,016,594734,46.79055820050
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Chandana,002,594785,44.22557823280
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Vidapanakal,008,594713,55.51826977660
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Marnepalle,010,594746,8.31193914128
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Gudipadu,008,594796,39.69453893990
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Yadiki,003,594792,59.77856032180
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Peddoddi,011,594747,26.60374245950
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Engilibanda,021,594757,6.85605802423
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Kamalapadu,006,594797,34.38752770540
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Kundanakota,007,594795,10.79398430470
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Appecherla,004,594764,32.54262778420
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Velpumadugu,007,594712,42.79584137190
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,H.Siddapuram,002,594642,18.27095404530
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Gulapalem,002,594866,22.68294371070
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Poliki,005,594710,26.32163366600
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Nagasamudram,018,594736,68.79190354140
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Obulapuram,004,594793,4.85817570662
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Turakapalle,018,594754,5.54668699129
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,N.Thimmapuram,006,594711,9.32141461736
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Brahmanapalle,012,594748,9.61545552308
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Venkatampalle,003,594763,11.72971446230
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Gooty Ananta Puram,001,594761,26.85439354190
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Malapanagudi,001,594641,13.24965556950
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Aniganidoddi,016,594752,5.76025521789
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Obulapuram,003,594643,19.01083297230
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Abbedoddi,017,594753,6.92095967208
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Kristipadu,005,594765,23.24597823650
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Kamalapadu,003,594867,23.52130020490
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Erragudi,015,594751,5.15763312298
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Mamadur,014,594750,20.67794468980
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Chabala,008,594872,37.20530460540
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Virupapuram,002,594762,9.50517766030
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Pottipadu,006,594870,8.82660628730
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Havaligi,009,594716,44.24317704320
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Vajrakarur,004,594868,45.57856571920
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Rayalacheruvu,001,594786,14.09051351000
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Mallenipalle,007,594767,6.77598344343
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,D.Hirehal,004,594644,33.29706672620
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Ramarajupalle,006,594849,6.55612931633
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Nittoor,009,594798,28.23555198270
Andhra Pradesh,28,28,Anantapuramu,21,553,Gooty,06,05310,Eswarapalle,013,594749,4.65914364944
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Malapuram,011,594714,13.95552263110
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Venkatampalle,002,594800,12.37403086170
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,H.Hossahalli(Ui),005,594645,8.23436716286
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Edurur,005,594848,9.83723199266
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Avulampalle,008,594768,4.94276825644
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Hirdehal,010,594650,17.54984090310
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Nemakallu,006,594690,27.57754781310
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Bhogasamudram,003,594801,20.98847697330
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Tutrallapalle,012,594787,8.65036705219
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Muppalagutti,006,594766,7.27635136925
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Gade Hothur,007,594871,19.27054714580
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Kuruvalli,001,594693,10.24781940790
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Peddavadugur,010,594770,26.79991677360
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Siddarampuram,002,594694,8.92073760363
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Karakamukkala,010,594715,21.01752524740
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Chinna Hothur,009,594873,11.44729029420
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Konapuram,013,594773,6.77456985452
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Ravuludiki,012,594772,20.60243390340
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Miduthuru,009,594769,8.41154822564
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Akkajampalle,004,594847,8.99404430870
Andhra Pradesh,28,28,Anantapuramu,21,553,Guntakal,05,05309,Ayyavaripalle,019,594737,9.49919298264
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Vemulapadu,011,594791,18.63900090640
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Bommanahal,005,594692,11.95243070820
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Anumpalle,001,594843,38.12680932270
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Ganjikunta,005,594869,15.18182532020
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Medimakulapalle,011,594771,6.43376305014
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Narasapuram,009,594834,18.47657742610
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Haresamudram,004,594695,20.86338652190
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Khadarpeta,002,594844,10.74200338680
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Nagarur,013,594788,20.97495228810
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Bollanaguddam,003,594696,19.72102584400
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Brahmanapalle,001,594799,16.47762193300
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Gajarampalle,007,594850,9.89995795551
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Thatrakal,013,594877,24.85225612300
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Teliki,015,594775,7.81121172569
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Veligonda,002,594885,12.02354914870
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Pulakurthi,011,594651,43.76622598070
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Cheekalaguriki,012,594718,17.37202407350
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Lakshmipuram,006,594646,9.64544914583
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Gulimikondla,009,594846,7.09886456809
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Untakallu,007,594691,14.32251577930
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Thamballapalle,022,594852,7.11376998221
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Chinnavadugur,016,594776,15.73597236470
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Ragulapadu,012,594876,11.01810749720
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Madenahalli,007,594647,2.07526058178
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Thimmapuram,010,594790,3.61359433947
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Devarapalle,003,594845,8.61359536924
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Palthur,013,594717,42.80136106030
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Jajarakal,009,594649,9.14101565371
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Pendekallu,007,594832,5.44779288912
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Pogarur,008,594851,3.33217048865
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Uravakonda,003,594902,29.77749332670
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Patha Kadamalakunta,011,594875,11.59156681310
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Kummetha,008,594833,4.54244412791
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Athiralladinne,006,594831,5.23559248734
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Chintala Cheruvu,014,594774,12.94859744900
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Lingamanahalli,008,594648,6.36058932653
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Uruchinthala,005,594803,21.05918021200
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Talaricheruvu,004,594802,23.77956381870
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Igudur,013,594811,13.54002992430
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Kandlaguduru,022,594782,12.40501148420
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Kalapuram,010,594854,7.05638165887
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Neelur,021,594853,7.47722849503
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Chukkalur,010,594808,11.80959694960
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Jodidharmapuram,010,594835,4.52930982686
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Ramagiri,013,594858,21.06252192120
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Puliproddatur,011,594809,6.68459051715
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Budagavi,001,594884,15.24583508380
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Pandikunta,014,594878,36.84370164740
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Penakalapadu,017,594777,14.61822579870
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Sajjaladinne,008,594806,20.35364577660
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Dimmagudi,020,594780,8.84056690965
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Kaverisamudram,009,594807,9.83584773230
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Uddehal,008,594699,18.67663414960
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Bandur,009,594698,17.67988885470
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Pedda Chinnapyapili,010,594874,39.96968310320
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Pamidi,020,594864,31.58251137400
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Kalludevanahalli,010,594697,18.93956390030
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Gangadevipalle,012,594810,7.40867478510
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Pasalur,005,594830,12.93224994790
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Seetharampuram,014,594812,2.06579649199
Andhra Pradesh,28,28,Anantapuramu,21,553,Vidapanakal,03,05308,Undabanda,014,594719,17.52437048310
Andhra Pradesh,28,28,Anantapuramu,21,553,Yadiki,08,05312,Puppala,014,594789,20.73548318760
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Eddulapalle,012,594857,15.15289853750
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Nemallapalle,011,594855,9.75908814051
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Chitturu,021,594781,13.43677317830
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Nagalapuram,012,594652,26.07823861470
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Konduru,018,594778,6.13038730265
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Govindawada,011,594704,18.93180406010
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Chitrachedu,023,594783,16.93420931960
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Nagalapuram,019,594779,5.18048986127
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Palyam,014,594859,24.67865961760
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Peddayakkaluru,003,594828,15.12360068780
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Venkatampalle,015,594879,13.83618895820
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Alur,007,594805,24.27816391780
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Jutur,011,594836,27.40417919060
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Sorakayalapeta,018,594856,3.36023846105
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Garladinne,004,594829,7.57603225506
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Dharmapuram,012,594837,9.14770397787
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Sreedharaghattu,014,594702,25.69393383470
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Nerimetla,006,594881,10.33666191630
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Singanahalli,013,594703,15.76902705240
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Somalapuram,013,594653,11.54462785100
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Vankarajukalva,019,594863,15.07984932170
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Lathavaram,012,594886,16.05101629720
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Illuru,007,594984,19.72990367970
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Kalluru,006,594983,10.52702887710
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Rayampalle,005,594882,12.63022848380
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddavadugur,07,05311,Molakathalla,024,594784,14.69799665810
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Chinnapolamada,017,594815,20.23469343740
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Komali,015,594813,8.41354382034
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Chinnayakkaluru,002,594827,10.56715210940
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Kolaganahalli,015,594700,25.12019834260
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,D.Honnur,012,594705,27.56110543690
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Peddapolamada,016,594814,23.77874433550
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Renimakulapalle,004,594883,7.73446491860
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Kallumadi,001,594996,23.26929365690
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Kalluru Agraharam,005,594982,10.35799438800
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Appajipeta,016,594861,6.04161251677
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Devanuppalapadu,001,594826,11.41279682810
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Tarimela,002,594997,45.67379309300
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Peddapappur,013,594838,8.21043501800
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Chinna Musturu,011,594891,9.10169289540
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Kandlapalle,017,594862,9.71028215818
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Bennikal,004,594676,16.41506253940
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Chagallu,014,594839,17.74033963180
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Muntimadugu,004,594981,12.37780723530
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Velamakur,006,594804,17.62123980710
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Pedda Musturu,010,594892,11.33000015060
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Tadpatri Rural,020,594818,28.18167393950
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Shaiksanipalle,013,594887,12.39870805120
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Bodaipalle,025,594823,5.79655676752
Andhra Pradesh,28,28,Anantapuramu,21,553,Vajrakarur,04,05316,Jarutla Rampuram,016,594880,35.48695589040
Andhra Pradesh,28,28,Anantapuramu,21,553,Pamidi,12,05315,Katrimala,015,594860,16.29946162060
Andhra Pradesh,28,28,Anantapuramu,21,553,Bommanahal,02,05307,Elanji,016,594701,21.64879696940
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Vyasapuram,007,594896,10.66801735230
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Bidurukontham,005,594681,11.32656904290
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Indravathi,009,594894,7.92100277549
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Nimbagal,008,594895,19.66765379840
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Kesavapuram,003,594980,12.33556290970
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Nidhanawada,003,594998,6.13391743714
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Kudulur,014,594654,28.74347884700
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Tabjula,015,594840,12.88422911290
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Tadpatri (M),NA,803008,1.61393690195
Andhra Pradesh,28,28,Anantapuramu,21,553,Peddapappur,10,05314,Amalladinne,017,594842,17.27753622800
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Penakacherla,001,594978,46.01183548090
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Ullikallu,006,595001,9.15595039386
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Nandalapadu Rural,018,594816,11.97811692670
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Koppalakonda,002,594979,17.25299404640
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Brahmasamudram,003,594680,17.58714726730
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Konapuram,014,594890,5.27441673052
Andhra Pradesh,28,28,Anantapuramu,21,553,D.Hirehal,01,05304,Kadalur,016,594656,21.29802403100
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Husenapuram,023,594821,6.82165709112
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Anandaraopeta,004,594999,8.16089739571
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Ganigera,001,594673,38.96550338930
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Sirivaram,010,594987,13.45242176910
Andhra Pradesh,28,28,Anantapuramu,21,553,Singanamala,11,05325,Rachepalle,005,595000,14.26323139930
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Meenahalli,006,594682,12.06048250040
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Racharla,015,594888,8.64915686406
Andhra Pradesh,28,28,Anantapuramu,21,553,Kudair,14,05323,Marutla,002,594966,39.51380709790
Andhra Pradesh,28,28,Anantapuramu,21,553,Uravakonda,15,05317,Mopidi,017,594893,13.76707602560
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Krishnapuram,011,594988,10.68406698090
Andhra Pradesh,28,28,Anantapuramu,21,553,Tadpatri,09,05313,Veerapuram,024,594822,14.43854577580
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Ankampeta,009,594986,0.53006232827
Andhra Pradesh,28,28,Anantapuramu,21,553,Garladinne,13,05324,Kanampalle,008,594985,19.32899496750
Andhra Pradesh,28,28,Anantapuramu,21,553,Kanekal,16,05306,Garudachedu,007,594683,16.05795394610
